name,address,subtitle,outputaddress,gcj02_lng,gcj02_lat,wgs84_lng,wgs84_lat
莲溪五村,莲中路255弄1~28号,总签到406人  上海市  住宅,上海市浦东新区莲中路255弄1-28号莲溪五村(西南门),121.558603,31.181478,121.55435872426406,31.183670345691716
虹口花苑,青云路108弄1~5号,总签到486人  上海市  楼宇,上海市虹口区青云路108弄1-5号,121.476349,31.265566,121.47183164052154,31.2674998802545
七浦商业街,七浦路3654号(近海宁路)(天潼路地铁站5号口旁),总签到590人  上海市  特色商业街,上海市静安区七浦路海宁路天潼路七浦商业街(上海联富服饰市场店),121.481006,31.243726,121.47650623443069,31.245682603978647
翰城国际,云台路1000弄之1-39号,总签到438人  上海市  住宅,上海市浦东新区云台路一000弄1-39号翰城国际(西南门),121.508015,31.155295,121.50361903775438,31.157374973382264
时代金领金桥爱建园,碧云路199弄1~40号,总签到431人  上海市  住宅,上海市浦东新区碧云路199弄时代金领金桥爱建园,121.573818,31.236656,121.56959658388784,31.238843009298897
乾清园,沪太路2588弄1~95号,总签到889人  上海市  住宅,上海市宝山区沪太路2588弄乾清园(西门),121.408129,31.309764,121.4034715992255,31.311566293822484
岭南家园,共和四村27-48号,总签到139人  上海市  住宅,上海市宝山区岭南家园27-48号岭南家园(西北门),121.454856,31.322499,121.45026900135903,31.32435606616868
长江剧场(黄河路美食休闲街店),黄河路35号(人民广场地铁站9号口步行150米),总签到828人  上海市  剧场,上海市黄浦区黄河路35号人民广场地铁站9号口长江剧场(黄河路美食休闲街店),121.470966,31.23381,121.46643383615326,31.235743324991102
嘉骏花苑,新二路1088弄1~83号,总签到363人  上海市  住宅,上海市宝山区新二路1088弄嘉骏花苑(东门),121.474874,31.328972,121.47034630369947,31.33087672490315
维也纳国际酒店(上海新国际博览中心店),五星路108号(近沪南路),总签到132人  上海市  三星级宾馆,nan,nan,nan,nan,nan
花木鑫丰苑,樱花路469弄1-34号,总签到768人  上海市  住宅,上海市浦东新区樱花路469弄1-34号花木鑫丰苑(东南门),121.553248,31.20651,121.54898942237041,31.2086802799755
徐汇易园,上海市徐汇区漕河泾街道上海轨道交通石龙路基地(石龙路),总签到99人  上海市  楼宇,上海市徐汇区漕河泾龙华街道徐汇街道,121.431842,31.199136,121.42721678367191,31.201005439033498
扉灵社婚纱摄影工作室,上海市徐汇区石龙路345弄27号德必易园创意园B座416,总签到65人  上海市  生活服务,上海市徐汇区石龙路345弄徐汇德必易园(西门),121.441408,31.153357,121.4368040759767,31.15526412711114
星怡会(五角场合生店),翔殷路1099号合生广场2层50号商铺(近五角场广场合生汇口),总签到109人  上海市  东南亚餐厅,nan,nan,nan,nan,nan
徐汇德必易园,石龙路345弄27号,总签到218人  上海市  住宅,上海市徐汇区石龙路345弄27号徐汇德必易园(西门),121.441408,31.153357,121.4368040759767,31.15526412711114
上海虹口财富戴斯酒店,欧阳路57号(四平路),总签到215人  上海市  四星级宾馆,上海市虹口区欧阳路57号,121.489983,31.264933,121.48551280851592,31.266906470803114
协和小区,协和路699弄1~36号,总签到201人  上海市  住宅,上海市长宁区协和路699弄1-36号协和小区(东门),121.355929,31.215376,121.35132745252754,31.21725976772493
暗恋桃花源,徐家汇路618号5层TK02~03,总签到456人  上海市  餐饮,上海市黄浦区徐家汇路618号,121.468448,31.206522,121.46391025297523,31.20846155099801
五角場百聯又一城,上海杨浦区淞滬路,总签到2464人  上海市  未知分类,上海市杨浦区淞沪路五角场百联又一城,121.515363,31.302517,121.51098074407956,31.304550745844292
崇明沿江观光大堤,崇明县崇明东门路1号,总签到1566人  上海市  景点,上海市崇明区崇明东门路1号,121.400154,31.616609,121.39546873773946,31.61834983501467
德怡苑,常德路1393弄1-9号(镇坪路地铁站5号口步行460米),总签到270人  上海市  住宅,上海市普陀区常德路1393弄1-9号镇坪路德怡苑(北门),121.432282,31.243138,121.42765365509342,31.244987331682765
上海华夏宾馆,漕宝路38号,总签到277人  上海市  三星级宾馆,上海市徐汇区漕宝路38号,121.429921,31.167677,121.42529558944968,31.169559780687504
罗秀新村,罗秀路213号,总签到751人  上海市  住宅,上海市徐汇区罗秀路213号罗秀新村(西北2门),121.446545,31.133704,121.44195388511224,31.135630849402133
虹钦园,虹漕路461号,总签到263人  上海市  产业园区,上海市徐汇区虹漕路461号虹钦园(西北门),121.406038,31.178852,121.40139146677853,31.18071242484247
齐家花园大酒店,安业路79号,总签到162人  上海市  上海菜,上海市静安区安业路79号齐家花园大酒店(静安店),121.457055,31.312363,121.45247477608461,31.314228785038992
宜川五村,华阴路103号~121号,总签到297人  上海市  住宅,上海市普陀区华阴路103-121号宜川五村(西南1门),121.443602,31.261405,121.43899330645276,31.263264004669583
上海滨海森林公园,东大公路5366号,总签到1277人  上海市  景点,上海市浦东新区东大公路5366号上海滨海森林公园,121.91092,30.963203,121.90683617509681,30.965545561779155
商城路,上海市浦东新区陆家嘴街道允典家居东园四村,总签到460人  上海市  其他,上海市浦东新区陆家嘴街道东园四村商城路,121.521129,31.231796,121.5167727454752,31.23387645450812
东方巴黎霞飞苑,南昌路555号,总签到383人  上海市  住宅,上海市徐汇区南昌路555号霞飞苑霞飞苑(西北3门),121.459345,31.214819,121.45477954745341,31.216731988270816
荡湾新村,荡湾路2号,总签到334人  上海市  住宅,上海市浦东新区荡湾路2号荡湾新村(北门),121.764758,31.0446,121.76040657246675,31.046717511533938
静安区工人体育场,昌平路与延平路交叉口东北140米,总签到1584人  上海市  综合体育馆,上海市昌平路延平路静安区工人体育场,121.439012,31.233987,121.43439632402182,31.235850404643305
康怡苑,常德路1328弄之1-4号、1344弄1-3号(长寿路地铁站1号口步行450米),总签到283人  上海市  住宅,上海市普陀区常德路1328弄1-4号,121.434289,31.242741,121.4296639941215,31.244593267677416
久事商务大厦,四川中路213号,月签到29人  上海市  楼宇,上海市黄浦区四川中路213号久事商务大厦,121.488125,31.236029,121.48365068822999,31.23800978854287
西庭网球俱乐部和公寓,华漕镇金丰路555弄,总签到375人  上海市  住宅,上海市闵行区华漕镇诸光路555弄上海网球俱乐部,121.288232,31.201877,121.28377358062873,31.203886094878463
虹桥新天地,虹梅路3721弄,总签到194人  上海市  住宅,上海市闵行区虹梅路3721弄上海虹桥新天地,121.315698,31.194801,121.31118602241806,31.19676868710182
家乐福(徐汇店),斜土路1995号(东安路地铁站4号口步行480米),总签到547人  上海市  购物,nan,nan,nan,nan,nan
夏都小镇,沪青平公路1583号,总签到1416人  上海市  特色商业街,上海市青浦区沪青平公路夏都小镇,121.294331,31.17197,121.28986462468977,31.17398540604759
瑞金社区,建国中路26号(打浦桥地铁站1号口步行260米),总签到656人  上海市  住宅,上海市黄浦区建国中路26号打浦桥(地铁站) 1号瑞金社区(南门),121.467906,31.209126,121.46336634659994,31.211062888495213
云顶别墅,泗陈公路388弄25号,总签到853人  上海市  住宅,上海市松江区泗陈公路388弄25号云顶别墅(东门),121.274402,31.123449,121.2699695259136,31.125514159116197
长风公园海底世界,上海市普陀区北石路,总签到301人  上海市  公园,上海市普陀区长风公园,121.400804,31.224607,121.39615310680963,31.226444911502732
上海新天地北里,太仓路181弄1-25号,月签到107人  上海市  特色商业街,上海市黄浦区太仓路181弄1号上海新天地北里,121.474802,31.220467,121.47028340022455,31.222416912093536
星巴克(金桥店),浦东新区碧云路633号碧云国际社区(近云山路),总签到1454人  上海市  其他,上海市浦东新区碧云国际社区云山路(地铁站)金桥,121.600897,31.253795,121.59669415298788,31.255986752831628
迎龙大厦写字楼,延安西路1358号,总签到1600人  上海市  楼宇,上海市长宁区延安西路1358号迎龙大厦,121.424676,31.209369,121.42003994974992,31.211225191155865
上海天文台65米射电天文基地,上海松江佘山九江路近鸡天路口,总签到163人  上海市  未知分类,上海市松江区佘山镇新陆路,121.114895,31.101444,121.11029342000441,31.103355617142036
鼎鑫名流苑(名流世家),绣川路1130弄,总签到732人  上海市  住宅,上海市浦东新区绣川路鼎鑫名流苑(名流世家),121.7097,31.184424,121.70534879261614,31.186491141196413
上外小别墅,文翔路1550号上海外国语大学松江校区内,总签到1247人  上海市  住宅,上海市松江区文翔路1550号上海外国语大学松江校区,121.225685,31.047076,121.22126514196655,31.049184882962624
西子国际中心,秀文路898号,总签到407人  上海市  楼宇,上海市闵行区秀文路898号西子国际中心(秀文路),121.363556,31.123435,121.35894871411185,31.125354151630777
丰舍东苑,民春路516弄1-52号,总签到252人  上海市  住宅,上海市浦东新区民春路516弄1-52号丰舍东苑(西北门),121.667648,31.275477,121.66336250818648,31.277575776012778
星巴克(大拇指店),"芳甸路198—206,208—232,268—286号(双),258弄13—37号(杨高中路地铁站)",总签到1208人  上海市  其他,上海市浦东新区芳甸路599弄,121.562033,31.22185,121.55779252445463,31.22402830550558
君临颐和花园,颛桥镇银都路3535号(银都路地铁站1号口步行340米),总签到302人  上海市  住宅,上海市闵行区颛桥镇银都路3535号银都路地铁站1号口君临颐和花园(西北门),121.392095,31.090773,121.38745823237107,31.09268253006125
新泾五村,天山西路350弄1~62号,总签到553人  上海市  住宅,上海市长宁区天山西路350弄1-62号新泾五村(西北门),121.366411,31.219777,121.36179070182175,31.22164309029416
富民路255弄小区,富民路255弄1-7号,总签到881人  上海市  住宅,上海市静安区富民路255弄1-7号富民路255弄小区(西北2门),121.451852,31.218155,121.44726630658272,31.220049708519067
新城盛景,上海青浦华科东路218号,总签到1657人  上海市  住宅,上海市青浦区上海,121.275648,31.188552,121.27120856057375,31.190582063202278
潍坊二村,浦东南路1533,总签到1108人  上海市  住宅,上海市浦东新区浦东南路1533号潍坊二村(东北门),121.521732,31.221109,121.51737870561159,31.223196131417588
上海新七浦服装市场(七浦路),七浦路179号(天潼路地铁站6号口旁),总签到260人  上海市  购物,上海市静安区七浦街179号天潼路上海新七浦服装市场,121.481539,31.24526,121.47704093005848,31.24721744079778
万盛金邸,龙轩路866号,总签到658人  上海市  住宅,上海市金山区龙轩路866号,121.337471,30.752132,121.33294762426438,30.754307976355733
西西弗书店.矢量咖啡,西藏北路166号大悦城北区6楼,总签到858人  上海市  购物,上海市静安区西藏北路166号大悦城(南门)北区,121.472262,31.244175,121.46773309689293,31.246107088627088
沃尔玛(好又多上海田林分店),桂林路402号74幢(桂林公园地铁站6号口步行370米),总签到1466人  上海市  购物,上海市徐汇区桂林路402号74号桂林公园地铁站6号口田林,121.414908,31.172971,121.41026591961003,31.17483760767298
长乐路,上海市黄浦区长乐路锦江饭店附近,月签到74人  上海市  景点,上海市黄浦区錦江,121.477385,31.236061,121.47287363051817,31.238010837067637
建滔商业广场,通协路269号,总签到389人  上海市  商场,上海市长宁区通协路269号建滔商业广场,121.355543,31.225319,121.35094132779855,31.227198708416783
西沙湿地公园,堡湖路588号,总签到3292人  上海市  广场,上海市崇明区堡湖路588号,121.239994,31.729617,121.23552466866352,31.731549077946777
凯德闵行商业中心,沪闵路6088号,月签到10人  上海市  商场,上海市闵行区沪闵路凯德闵行商业中心,121.378412,31.108137,121.37378499034641,31.110046575339844
酒侍串说,康定路359号2楼,总签到114人  上海市  餐饮,上海市静安区康定路359号2楼,121.449694,31.23459,121.4451015606266,31.23647260095305
外滩花园酒店,黄浦区汉口路200号(近河南中路),总签到523人  上海市  四星级宾馆,上海市黄浦区汉口路200号河南中路上海外滩花园酒店(汉口路),121.485772,31.236072,121.48128940287013,31.238045859317555
上海啤酒工坊21号C  Shanghai Brewery,虹梅路3338弄虹梅路休闲街21C(近延安西路),总签到54人  上海市  酒吧,上海市闵行区虹梅路3338弄,121.387846,31.191266,121.38320307857298,31.193124432263943
北宝兴路洛川东路,上海北宝兴路洛川东路,总签到155人  上海市  未知分类,上海市虹口区北宝兴路洛川东路,121.461591,31.269984,121.45702718200536,31.271877478877286
万国建筑博览群,滇池路63号,月签到79人  上海市  景点,上海市黄浦区滇池路万国建筑博览群,121.48927,31.237204,121.48479964362048,31.239187634860226
武康大楼,淮海中路1850号(交通大学地铁站7号口步行420米),月签到228人  上海市  住宅,上海市徐汇区淮海中路1850号交通大学(地铁站)武康大楼(东南门),121.438307,31.204368,121.43369254707682,31.206244259005892
明呈黄鱼面馆(斜土店),上海市徐汇区斜土路1370号,总签到428人  上海市  餐饮,上海市徐汇区斜土路1370号明呈黄鱼面馆,121.462395,31.19819,121.45783971154468,31.20011832704722
佘山(地铁站),嘉松南路林荫新路路口西南侧正东方向110米,月签到16人  上海市  地铁站,上海市松江区嘉松南路林荫新路佘山(地铁站),121.229686,31.104097,121.2252645950679,31.106176787621184
好日子大家园D区,菊太路1399弄1-164号,总签到761人  上海市  楼宇,上海市宝山区菊太路1399弄1-164号好日子大家园d区,121.353538,31.346238,121.34892972164191,31.348071837525076
罗森(湖南店),淮海中路1640号(上海图书馆地铁站3号口步行90米),总签到46人  上海市  购物,上海市徐汇区淮海中路1640号上海图书馆地铁站3号口罗森(湖南店),121.443196,31.207499,121.4385911158471,31.209381971802433
格林联盟酒店(上海国际旅游度假区南门店),周浦镇建设路12号(近周祝公路，申江路),总签到19人  上海市  旅馆招待所,上海市浦东新区周浦镇格林联盟(上海国际旅游度假区北门店)上海国际旅游度假区,121.662689,31.150085,121.65842354831992,31.152252883714663
张江镇环西小区,孙环路601弄,总签到240人  上海市  住宅,上海市浦东新区孙环路601弄张江镇,121.619781,31.194444,121.61557561741911,31.196653440145262
凇南一村,上海卫生科路,总签到187人  上海市  住宅,上海市宝山区卫生科路凇南一村,121.48407,31.342432,121.4795723428221,31.344357997955008
恰餐厅及酒吧,中山东二路585号外滩英迪格酒店29-31楼,总签到145人  上海市  西餐厅,上海市黄浦区中山东二路585号上海外滩英迪格酒店29层,121.499929,31.226337,121.49549784784459,31.228357528549182
上海财经大学,上海市杨浦区国定路777号,月签到146人  上海市  高校,上海市杨浦区国定路777号,121.499032,31.305858,121.49459083649661,31.307841837161323
老闵行碧江广场,鹤庆路900号,总签到368人  上海市  商场,上海市闵行区鹤庆路900号老闵行碧江广场(西南2门),121.404299,31.007033,121.39966708788712,31.008988605215965
美琪大戏院,奉贤路258号,月签到20人  上海市  剧场,上海市静安区奉贤路258号美琪大戏院,121.456633,31.22967,121.45205878850877,31.231569760915093
子长小区,子长路77弄1~70号,总签到384人  上海市  住宅,上海市普陀区子长路77弄子长小区(西南门),121.434523,31.261593,121.42989675246397,31.263437274428288
楼上海鲜肥牛火锅酒家(南汇路店),上海市静安区南汇路73号,总签到683人  上海市  火锅店,上海市静安区南汇路73号楼上海鲜肥牛火锅酒家,121.456681,31.2301,121.45210688123693,31.231999670691174
宝虹家园,陈川路555弄1~114号,总签到640人  上海市  住宅,上海市宝山区陈川路555弄1-114号宝虹家园(东南门),121.333974,31.476722,121.32939629884137,31.478556875632012
弘基・时尚生活中心,铜川路66号,总签到1612人  上海市  商场,上海市普陀区铜川路66号,121.420113,31.255175,121.41546803003963,31.25700602188624
永翔佳苑,金润路487弄1-26号,总签到408人  上海市  住宅,上海市嘉定区金润路487弄1-26号,121.329895,31.291381,121.32534260811009,31.293278366734388
共康路(地铁站),共和新路4736号正东方向50米,总签到1449人  上海市  地铁站,上海市静安区共和新路共康路(地铁站),121.447063,31.318936,121.44245701887446,31.320778261617683
圣三一堂,九江路219号(近江西中路),总签到778人  上海市  寺庙道观教堂,上海市黄浦区九江路219号江西中路圣三一堂,121.486301,31.236472,121.48182022390105,31.238447224726354
上海欢乐谷,佘山林湖路888号,月签到421人  上海市  游乐场,上海市松江区佘山林湖路888号上海欢乐谷,121.214778,31.09607,121.21034209112699,31.09813958669786
香港三联书店,卢湾区淮海中路624号(近思南路),总签到262人  上海市  书店,上海市黄浦区淮海中路624号,121.46672,31.220145,121.46217574790505,31.22207358842919
和平影都(来福士广场店),西藏中路268号上海来福士广场L2层-L6层F601,总签到8859人  上海市  电影院,上海市黄浦区西藏中路268号上海来福士广场l2-01号和平影都(来福士广场店),121.476166,31.232847,121.47165084274259,31.23479491475848
东园二村,东昌路490弄,总签到365人  上海市  住宅,上海市浦东新区东昌路490弄东园二村(东门),121.511618,31.231554,121.50722848187516,31.23360704717529
依云听香园,沪亭北路1001弄,总签到230人  上海市  住宅,上海市松江区沪亭北路依云听香园,121.309364,31.155387,121.30486918840093,31.15738622709797
上海体育学院(徐汇校区),百色路1333号(华东理工大学地铁站2号口步行290米),总签到697人  上海市  高校,上海市徐汇区华东理工大学地铁站2号口徐汇校区,121.428845,31.180411,121.42421692790292,31.18228600232092
悦泰（金茂店）,上海市浦东新区世纪大道88号金茂大厦裙楼5楼,总签到75人  上海市  餐饮,上海市浦东新区世纪大道88号金茂大厦裙楼悦泰(金茂旗舰店),121.505179,31.23566,121.50076602896729,31.23769199482203
海螺花园,宛平南路388弄之1-6号,总签到1084人  上海市  住宅,上海市徐汇区宛平南路388弄1-6号海螺花园(东北门),121.447459,31.190821,121.44286504983754,31.192720068627217
老上海大时代(肇嘉浜路店),肇嘉浜路美罗城,  上海市  餐饮,上海市徐汇区肇嘉浜路美罗城,121.439649,31.192944,121.43503812513828,31.194828014526653
梅六小区,梅川路916弄之1-84号,总签到519人  上海市  住宅,上海市普陀区梅川路916弄1-84号梅六小区(东南门),121.389185,31.241903,121.3845367637885,31.243736644618718
虹桥・正荣中心,申虹路666弄1,总签到279人  上海市  楼宇,上海市闵行区申虹路666弄1号楼,121.318679,31.202852,121.31415967993615,31.204810179984353
外滩隧道,上海海宁路长治路——延安东路中山南路,总签到249人  上海市  其他,上海市黄浦区延安东路中山南路外滩隧道,121.490182,31.238732,121.48571475439078,31.24071764202731
水清年华臻景苑,中春路7658临,总签到361人  上海市  住宅,上海市闵行区中春路7658号水清年华臻景苑(东南门),121.34465,31.146797,121.34007725825438,31.148734633144503
LE VERRE à vin,长乐路1221-1号,总签到328人  上海市  西餐厅,上海市静安区长乐路1221号,121.442354,31.215177,121.43774667440952,31.217054809621995
天申小区,北虹路1000弄,总签到160人  上海市  住宅,上海市长宁区北虹路1000弄天申小区(东北门),121.377055,31.213983,121.37242037430522,31.215839199027457
长风二村风荷苑,长风二村101-186号(大渡河路地铁站9号口步行160米),总签到855人  上海市  住宅,上海市普陀区长风二村风荷苑101-186号大渡河路长风二村风荷苑(东门),121.398779,31.233772,121.39412754452631,31.23560589575733
金柏苑,延安西路433边门,总签到216人  上海市  住宅,上海市静安区延安西路433号金柏苑(西南门),121.438245,31.216662,121.43362936254209,31.218532264256346
维也纳酒店(虹桥会展中心店),天山西路4086号(近爱博五村),总签到422人  上海市  四星级宾馆,上海市闵行区天山西路(公交站)爱博五村虹桥镇,121.384604,31.177394,121.37996482289451,31.179261569307208
胶州路武定路,上海胶州路武定路,总签到935人  上海市  未知分类,上海市静安区胶州路武定路,121.445362,31.231017,121.44075979587282,31.23289281776093
弘扬沁园,苗圃路400弄1~15号,总签到408人  上海市  住宅,上海市浦东新区苗圃路400弄1-15号弘扬沁园(西南门),121.550179,31.239007,121.54591015263793,31.241155982520382
POP美式餐厅,中山东一路3号外滩3号7层,总签到459人  上海市  餐饮,上海市黄浦区中山东一路外滩3号,121.490784,31.234123,121.48631929204024,31.236112534385498
上上谦串串香火锅(虹口龙之梦店),西江湾路388号凯德龙之梦6楼(近虹口足球场),总签到3776人  上海市  火锅店,上海市虹口区花园路388号凯德虹口足球场,121.480652,31.271136,121.4761486731858,31.27307962726473
复旦大学上海视觉艺术学院时尚楼,上海松江区文翔路2200号,总签到190人  上海市  未知分类,上海市松江区文翔路2200号上海视觉艺术学院时尚楼,121.20442,31.046209,121.19997332693544,31.04829288438855
上海邮政总局,虹口区北苏州路276号,总签到47人  上海市  休闲娱乐,上海市虹口区北苏州路276号,121.485044,31.244302,121.48055815239354,31.246270005096683
X2创意空间,茶陵北路20号,总签到899人  上海市  产业园区,上海市徐汇区茶陵北路X2创意空间(东门),121.465082,31.19853,121.4605346404823,31.200464820463665
大学路,上海市杨浦区,月签到49人  上海市  商场,上海市杨浦区大学路,121.508141,31.30337,121.50373295239386,31.305382121671705
兰心大戏院,茂名南路57(淮海中路地铁站3号口步行340米),月签到38人  上海市  剧场,上海市黄浦区茂名南路57号淮海中路兰心大戏院,121.460518,31.221033,121.4559553295417,31.222945824289422
北外滩滨江绿地,东大名路558-678,月签到202人  上海市  公园,上海市虹口区东大名路558-678号北外滩滨江绿地,121.499368,31.247459,121.49493302414778,31.249468206482256
米兰诺贵都,古楼路1899弄(佘山地铁站1号入口步行340米),总签到489人  上海市  住宅,上海市松江区古楼公路1899弄佘山米兰诺贵都(西门),121.231061,31.103027,121.22664065782008,31.105108359138022
盛大天地青春里,盛荣路287弄,总签到1456人  上海市  住宅,上海市浦东新区盛荣路盛大天地青春里,121.606164,31.171172,121.60196756823797,31.173401849628988
华生大厦,澳门路519弄1~2号,总签到509人  上海市  楼宇,上海市普陀区澳门路519弄1号华生大厦(东南门),121.440556,31.244754,121.4359424265228,31.246615056788837
西郊公园,虹桥路2381号,总签到1591人  上海市  动物园,上海市长宁区虹桥路2381号上海动物园,121.363009,31.193277,121.35839659389971,31.19516064172731
健安坊,桂林东街150弄1-50号,总签到162人  上海市  住宅,上海市徐汇区桂林东街150弄1-50号健安坊(东南门),121.42403,31.156552,121.41939777613798,31.158434059365913
达安春之声,上海市普陀区新村路2000号,总签到174人  上海市  住宅,上海市普陀区新村路2000号,121.400667,31.271508,121.3960120242215,31.273325033455254
鹏欣・一品漫城,芦恒路378弄1~166号,总签到192人  上海市  住宅,上海市闵行区芦恒路378弄1-220号,121.490801,31.116904,121.4863463327416,31.11895292380626
禄德华苑,杨鑫路98弄1~73号,总签到331人  上海市  住宅,上海市宝山区杨鑫路98弄1-73号禄德华苑(西南门),121.449736,31.370075,121.44513189585581,31.37190499315666
上海商务中心,曲阳路800-1,总签到559人  上海市  商场,上海市虹口区曲阳路街道800号上海商务中心(西2门),121.491014,31.287005,121.48654559605227,31.288972304921078
金居苑,漕宝路1467弄4区之77-79号,总签到413人  上海市  住宅,上海市闵行区漕宝路1467弄,121.383546,31.160707,121.37890920520462,31.162583924585686
东方慧谷,宝安公路2999弄,总签到459人  上海市  楼宇,上海市嘉定区宝安公路东方慧谷,121.292328,31.330649,121.28785167024223,31.332597544041104
锦江饭店锦楠楼,茂名南路59号(陕西南路地铁站3号口步行360米),总签到135人  上海市  五星级宾馆,上海市黄浦区茂名南路59号陕西南路锦江饭店锦楠楼,121.461757,31.218688,121.45719809085438,31.220604908111113
华东师范大学中北校区图书馆,中山北路3663号,总签到1695人  上海市  图书馆,上海市普陀区中山北路3663号华东师范大学普陀校区,121.40468,31.227938,121.40002895616522,31.22977442177381
沪闵路柳州路,上海沪闵路柳州路,总签到192人  上海市  其他,上海市徐汇区沪闵路柳州路,121.425581,31.162467,121.42095013462257,31.164347544057513
天马山,刘家山村460,总签到1161人  上海市  景点,上海市松江区刘家山村460号天马山,121.15278,31.075834,121.14823136830893,31.077808863803305
和平饭店,南京东路20号,月签到159人  上海市  五星级宾馆,上海市黄浦区南京路步行街20号,121.489379,31.239001,121.48490887707129,31.24098413974196
东方尚博创意产业园,东方路3539,总签到674人  上海市  产业园区,上海市浦东新区东方路3539号东方尚博创意产业园(西北门),121.511606,31.18972,121.50721997349179,31.191793068714688
金虹桥・井亭苑,虹莘路3799弄之1-160号,总签到495人  上海市  住宅,上海市闵行区虹莘路3799弄之1,121.37074,31.166924,121.3661177431801,31.168810604508945
新东亚大厦,上海中山南二路1500号,总签到200人  上海市  楼宇,上海市徐汇区中山南二路1500号新东亚大厦,121.43918,31.188873,121.43456856419063,31.190758269266038
vita bistro bar,徐汇区永嘉路557号花园内(近乌鲁木齐南路),总签到605人  上海市  餐饮,上海市徐汇区永嘉路乌鲁木齐南路,121.448278,31.207063,121.44368456064007,31.208955724320212
嘉禾名邸,乐都支路85弄1~29号,总签到160人  上海市  住宅,上海市松江区乐都支路嘉禾名邸,121.232527,31.011491,121.22811531250481,31.013625802366672
中山公园,长宁路780号,月签到91人  上海市  公园,上海市长宁区长宁路780号中山公园,121.419045,31.221617,121.41440196043574,31.223462454046473
乐业一村,春雷路331号,总签到279人  上海市  住宅,上海市宝山区春雷路331号乐业一村(西1门),121.434517,31.411434,121.42987766467648,31.413225665904324
上海国际展览中心,兴义路77号,总签到1839人  上海市  展览馆,上海市长宁区兴义路77号上海国际展览中心(西北门),121.404244,31.203723,121.39959501146154,31.20557088293351
上海市口腔病防治院(北京东路院区),上海口腔防治院(南京东路地铁站6号口步行230米),总签到1615人  上海市  医院,上海市黄浦区口腔防治院南京东路地铁站6号口上海市口腔病防治院,121.483349,31.240517,121.47885757944151,31.242481790298253
冠生园路沪闵路公交站,上海市徐汇区漕河泾街道冠生园路梓树园,总签到116人  上海市  公交站,上海市徐汇区漕河泾街道冠生园路梓树园沪闵路,121.41193,31.141004,121.40728890804984,31.14288579991603
剑桥丽苑,凤庆路１５０弄,总签到232人  上海市  住宅,上海市闵行区凤庆路150弄剑桥丽苑(东南门),121.414821,31.021464,121.41019200039953,31.023414500148615
宝杨客运站,吴淞口路318,总签到2385人  上海市  港口码头,上海市宝山区吴淞口路318号,121.49956,31.407665,121.49511205317984,31.40961696237799
漕河泾国际孵化中心,桂平路410~418号,总签到1631人  上海市  楼宇,上海市徐汇区桂平路410-418号漕河泾国际孵化中心,121.405356,31.164644,121.40071057271714,31.166511579979442
汉堡王(南京西路2#店),南京西路580号南证大厦主楼101室,总签到70人  上海市  餐饮,上海市静安区上海市南京西路1371号,121.450973,31.225244,121.44638450110145,31.227133543265094
佘山天主教堂进教之佑,环山路3号,总签到2692人  上海市  景点,上海市松江区环山路3号佘山天主教堂进教之佑,121.195592,31.092056,121.19112641051231,31.094099792401625
瀛东度假村,陈家镇瀛东村54号,总签到259人  上海市  休闲娱乐,上海市崇明区陈家镇瀛东村54号瀛东度假村,121.843694,31.46542,121.83947376374965,31.467478023897055
利苑(国金中心店),浦东新区世纪大道8号上海国金中心3楼(近陆家嘴东路),总签到1407人  上海市  住宅,上海市浦东新区陆家嘴东路8号上海国金中心3楼,121.501809,31.236647,121.49738376987771,31.238668427184823
上海交通大学附属第一人民医院(北部),武进路85号,总签到1274人  上海市  医院,上海市虹口区武进路85号,121.489277,31.25336,121.48480528848046,31.255336412771204
临港海工,上海沧海路1001号,总签到153人  上海市  未知分类,上海市浦东新区沧海路1001号,121.794306,30.853717,121.79001625904752,30.85597714751886
上海工商联大厦,延安东路45、55号(豫园地铁站6号口步行150米),总签到856人  上海市  楼宇,上海市黄浦区延安东路45-55号豫园地铁站6号口上海工商联大厦,121.489073,31.231213,121.4846024562745,31.23319879987722
百丽国际广场,柳州路928号,总签到912人  上海市  楼宇,上海市徐汇区柳州路928号百丽国际广场,121.420648,31.18594,121.41600958011246,31.187804018763448
华宁·弘基生活中心,宣化路300号华宁国际广场,总签到612人  上海市  商场,上海市长宁区宣化路300号华宁国际广场华宁·弘基生活中心,121.422512,31.21749,121.41787276784547,31.21934025967608
古北瑞仕花园,黄金城道500弄1-18号(伊犁路地铁站3号口步行460米),总签到489人  上海市  住宅,上海市长宁区黄金城道500弄1-18号伊犁路古北瑞仕花园(西北门),121.403498,31.196252,121.39884959130733,31.19810348332091
上海虹桥美利亚酒店,上海市青浦区徐泾镇高泾路1118号,总签到334人  上海市  五星级宾馆,上海市青浦区徐泾镇高泾路1118号,121.29155,31.171162,121.28708861407847,31.173181862562775
万达广场写字楼A座,国宾路18号A座8楼(五角场地铁站5号口步行230米),总签到2360人  上海市  楼宇,上海市杨浦区国宾路18号a座五角场万达广场写字楼A座(国宾路),121.513499,31.300136,121.50911036183442,31.30216523382603
张江海外科技创新园,松涛路563号,总签到244人  上海市  产业园区,上海市浦东新区松涛路563号张江海外科技创新园(南门),121.587112,31.205374,121.58290767542395,31.20758594236146
